killed_by,killer_name,killer_placement,match_id,time,victim_name,victim_placement
UMP9,Hpsii,1.0,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,627,Weieri,27.0
Grenade,Ku1iJ1an,1.0,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,1820,quxiaosong,2.0
Down and Out,Ku1iJ1an,1.0,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,176,MT005,45.0
UMP9,Ku1iJ1an,1.0,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,609,CFqiangwang1023,27.0
SKS,LawlitDraco,37.0,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,296,Losehart,21.0
M16A4,AndroLore,11.0,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,668,woqunimabbbbb,25.0
Mini 14,Eat_chickentoday,43.0,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,121,woqunimabiaaaaaa,25.0
Bluezone,,,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,1649,zhoujiuri,6.0
Kar98k,FXXKZK,20.0,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,479,xiaobei-jia,31.0
Down and Out,Oldspeak,7.0,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,1315,xiaohai066,14.0
DP-28,GamingAfterDark,16.0,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,221,Joko666,42.0
M16A4,CC-didi,31.0,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,468,xiaofang866,34.0
M416,quxiaosong,2.0,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,1460,KuMingYY521,10.0
M24,Oldspeak,7.0,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,1472,relaxlife6,12.0
SCAR-L,llikyou,8.0,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,1030,LIJIUBIN,17.0
Down and Out,YY-baobao,5.0,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,622,KWJenner,28.0
SCAR-L,Losehart,21.0,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,286,Yy_93002466,26.0
SKS,LawlitDraco,37.0,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,365,luodingwei123,18.0
Down and Out,Oldspeak,7.0,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,1472,1019wjf,12.0
Down and Out,,,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,1069,longdaye789,9.0
UMP9,taiyang12,24.0,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,235,pwp121,40.0
M416,scvlian,7.0,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,1315,WNW1981,14.0
M416,Ku1iJ1an,1.0,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,1498,huoyaopao,11.0
AKM,taiyang12,24.0,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,518,yang1997000,32.0
M16A4,jyxr,3.0,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,213,Hekunandy,41.0
M416,fangcongquan,20.0,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,539,CC-didi,31.0
Down and Out,Da-damoo,19.0,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,430,aiqiaoqiqo520,36.0
S1897,zangtaotao,38.0,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,157,35xi,48.0
UMP9,jyxr,3.0,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,1749,Yy232266,5.0
Groza,zhangyuqi43,15.0,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,779,Floating-LY,23.0
M416,SuperBHP,21.0,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,666,daxiong654321,26.0
M416,zhangyuqi43,15.0,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,741,BieZousanle,23.0
Tommy Gun,PandaTV648153,43.0,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,173,manat888,46.0
Down and Out,Acmecondor,4.0,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,1595,llikyou,8.0
SCAR-L,zhaoForever,25.0,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,414,ImaSoloPlayer94,52.0
Bluezone,,,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,1494,DuckMin1214,12.0
UMP9,HermaeusMoras,48.0,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,228,AbbyChuppie,69.0
Micro UZI,YIHUANLuodi98k,19.0,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,434,MrMXZ,51.0
M416,GElanwei,28.0,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,858,A1EX_K1NG,33.0
Punch,qinxubo,8.0,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,130,H_Antony,88.0
S12K,Jx-DjDl,63.0,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,223,Ckcernnk,69.0
S12K,DASHIXIONGHENI,45.0,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,340,Piaoshushu,56.0
UMP9,HoleRS,7.0,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,271,korro345,62.0
AKM,memory593,16.0,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,312,oOoKenvinoOo,59.0
SKS,DuckMin1214,12.0,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,285,BoByXD,61.0
SCAR-L,ZzjFU711,1.0,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,1843,MaxLTC,4.0
Bluezone,,,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,748,lIl-H0mer,42.0
SCAR-L,ZzjFU711,1.0,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,1870,MyVigoss,2.0
AKM,liaodiaossss,5.0,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,1676,ant_adr1418,6.0
SCAR-L,feqfeqf,11.0,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,532,HermaeusMoras,48.0
M416,HoleRS,7.0,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,788,chengmuo,39.0
Punch,qinxubo,8.0,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,143,yisubiubiubiu,86.0
SCAR-L,feqfeqf,11.0,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,1342,lkp18cm,21.0
M16A4,le196,70.0,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,157,Alxe44-uh,75.0
M16A4,V587shuaiya,10.0,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,634,GCArtemis,44.0
DP-28,Virtuous-fa,29.0,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,968,Foshantakeout,31.0
AKM,DASHIXIONGHENI,45.0,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,139,Ry-xiaoyouyou,80.0
AKM,liaodiaossss,5.0,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,1073,Virtuous-fa,29.0
M16A4,Aciear007,50.0,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,149,Lpiss,76.0
P92,shachenyue,72.0,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,124,BETTERIN,85.0
Hit by Car,liaodiaossss,5.0,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,1356,KiperRik,20.0
Bluezone,,,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,825,GuNaSin,55.0
SCAR-L,Sin_1977,71.0,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,158,ljxfaei,74.0
M416,HoleRS,7.0,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,1176,DaverLmx,26.0
Hit by Car,liaodiaossss,5.0,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,1738,liaodiaossss,5.0
AKM,liaodiaossss,5.0,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,1500,feqfeqf,11.0
Bluezone,,,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,758,#unknown,59.0
AKM,liaodiaossss,5.0,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,466,Aciear007,50.0
M416,asdasd957,66.0,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,163,YTG517,73.0
Bluezone,,,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,817,qubapipigua,36.0
AKM,liaodiaossss,5.0,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,1627,HoleRS,7.0
Punch,qinxubo,8.0,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,136,PerFect1321,88.0
Punch,Daydayupchen,3.0,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,106,wangye_ll,87.0
UMP9,LANYANGTABABA,9.0,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,1108,GElanwei,28.0
M416,98Krios,13.0,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,1459,ForeverDiane,14.0
SCAR-L,feqfeqf,11.0,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,1292,AnAn9,23.0
Hit by Car,HAOMUREN9988,27.0,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,1145,HAOMUREN9988,27.0
AKM,liaodiaossss,5.0,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,839,EKS-JIE,34.0
S12K,chengmuo,39.0,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,374,htguy1231,54.0
UMP9,onebigman233,15.0,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,258,ZS-zhang,65.0
Mini 14,liaodiaossss,5.0,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,978,TPC_HaCoii,30.0
SCAR-L,ZzjFU711,1.0,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,1853,Daydayupchen,3.0
AKM,liaodiaossss,5.0,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,1569,qinxubo,8.0
M16A4,GuNaSin,55.0,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,195,le196,70.0
Grenade,Uzi_7777777,18.0,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,1230,zhaoForever,25.0
Bluezone,,,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,1256,Xiangming1112,24.0
S1897,Xiangming1112,24.0,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,345,shachenyue,72.0
DP-28,Virtuous-fa,29.0,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,547,jokerweq77,46.0
SKS,HoleRS,7.0,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,1559,LANYANGTABABA,9.0
M416,V587shuaiya,10.0,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,1463,98Krios,13.0
AKM,Daydayupchen,3.0,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,485,l9222,49.0
AKM,liaodiaossss,5.0,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,803,MeoRUBY-NTTM-,37.0
AKM,Daydayupchen,3.0,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,545,TTYY6532,47.0
AKM,liaodiaossss,5.0,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,287,qicaishengren,60.0
AKM,Uzi_7777777,18.0,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,234,asdasd957,66.0
AKM,liaodiaossss,5.0,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,1386,LT175677,17.0
Mini 14,DuckMin1214,12.0,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,1374,YIHUANLuodi98k,19.0
M16A4,lkp18cm,21.0,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,908,1410949398,32.0
S1897,TTYY6532,47.0,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,143,DenVal,78.0
SKS,MeoRUBY-NTTM-,37.0,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,225,linzhongzhang,86.0
UMP9,qinxubo,8.0,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,1455,onebigman233,15.0
Falling,,,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,96,chenxiaoyan520,88.0
Grenade,V587shuaiya,10.0,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,1322,GodBless-K,22.0
Micro UZI,YIHUANLuodi98k,19.0,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,548,DASHIXIONGHENI,45.0
M16A4,1410949398,32.0,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,315,lugeman,58.0
AKM,MrMXZ,51.0,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,137,WENROUHUAIDAN,81.0
AKM,DASHIXIONGHENI,45.0,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,123,Lucky0429,86.0
Falling,,,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,1375,Uzi_7777777,18.0
Micro UZI,INONEXISTENT,40.0,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,176,Sin_1977,71.0
AKM,MrMXZ,51.0,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,126,wangwangmiss,84.0
AKM,MeoRUBY-NTTM-,37.0,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,662,QaQaQg,43.0
S1897,TTYY6532,47.0,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,175,boy_boby,72.0
UMP9,feqfeqf,11.0,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,258,joyabb,64.0
S1897,GElanwei,28.0,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,145,879251654,77.0
SKS,HoleRS,7.0,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,1545,V587shuaiya,10.0
S12K,LT175677,17.0,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,322,emperor0160,57.0
M416,LANYANGTABABA,9.0,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,1394,memory593,16.0
Bluezone,,,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,795,zltpka484,61.0
AKM,A1EX_K1NG,33.0,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,787,INONEXISTENT,40.0
SCAR-L,zhaoForever,25.0,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,268,Jx-DjDl,63.0
Hit by Car,KiperRik,20.0,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,377,fightingsanlong,53.0
Down and Out,wuyanzu__11,25.0,2U4GBNA0Ymnr5a-ssELP7T405vVqzJuMO8WHo_V-_P8xGgaNjYwwrvfRt5HgpdPy,581,WerberVonFett,21.0
Buggy,CBK7758258,6.0,2U4GBNA0Ymnr5a-ssELP7T405vVqzJuMO8WHo_V-_P8xGgaNjYwwrvfRt5HgpdPy,818,NightToaster,21.0
M416,chijiba-1234,8.0,2U4GBNA0Ymnr5a-ssELP7T405vVqzJuMO8WHo_V-_P8xGgaNjYwwrvfRt5HgpdPy,895,RedTwinBlade,18.0
SKS,AKM49,1.0,2U4GBNA0Ymnr5a-ssELP7T405vVqzJuMO8WHo_V-_P8xGgaNjYwwrvfRt5HgpdPy,1629,duziyoudianteng,4.0
Down and Out,onon999,10.0,2U4GBNA0Ymnr5a-ssELP7T405vVqzJuMO8WHo_V-_P8xGgaNjYwwrvfRt5HgpdPy,294,moyuzege,30.0
M416,yourmombooom,29.0,2U4GBNA0Ymnr5a-ssELP7T405vVqzJuMO8WHo_V-_P8xGgaNjYwwrvfRt5HgpdPy,289,UareMySunsh1n3,31.0
Kar98k,onon999,10.0,2U4GBNA0Ymnr5a-ssELP7T405vVqzJuMO8WHo_V-_P8xGgaNjYwwrvfRt5HgpdPy,888,TheeOperator,18.0
Down and Out,,,2U4GBNA0Ymnr5a-ssELP7T405vVqzJuMO8WHo_V-_P8xGgaNjYwwrvfRt5HgpdPy,827,SleepingMemoRy,4.0
M416,aizhiyuan,37.0,2U4GBNA0Ymnr5a-ssELP7T405vVqzJuMO8WHo_V-_P8xGgaNjYwwrvfRt5HgpdPy,168,KaedeWade,42.0
M16A4,yourmombooom,29.0,2U4GBNA0Ymnr5a-ssELP7T405vVqzJuMO8WHo_V-_P8xGgaNjYwwrvfRt5HgpdPy,227,changjun888,33.0
AKM,Tang1666,33.0,2U4GBNA0Ymnr5a-ssELP7T405vVqzJuMO8WHo_V-_P8xGgaNjYwwrvfRt5HgpdPy,91,EMYJT,49.0
AKM,wtfuuck,9.0,2U4GBNA0Ymnr5a-ssELP7T405vVqzJuMO8WHo_V-_P8xGgaNjYwwrvfRt5HgpdPy,193,Single_cyclezzz,24.0
Down and Out,AKM49,1.0,2U4GBNA0Ymnr5a-ssELP7T405vVqzJuMO8WHo_V-_P8xGgaNjYwwrvfRt5HgpdPy,1820,The1kid,2.0
Down and Out,onon999,10.0,2U4GBNA0Ymnr5a-ssELP7T405vVqzJuMO8WHo_V-_P8xGgaNjYwwrvfRt5HgpdPy,199,SshuiP,36.0
RedZone,,,2U4GBNA0Ymnr5a-ssELP7T405vVqzJuMO8WHo_V-_P8xGgaNjYwwrvfRt5HgpdPy,1038,M__akeLove,16.0
Micro UZI,mmggmm1,1.0,2U4GBNA0Ymnr5a-ssELP7T405vVqzJuMO8WHo_V-_P8xGgaNjYwwrvfRt5HgpdPy,113,AdanaLee,47.0
M16A4,AKM49,1.0,2U4GBNA0Ymnr5a-ssELP7T405vVqzJuMO8WHo_V-_P8xGgaNjYwwrvfRt5HgpdPy,318,NoPo1ntBMath,28.0
Tommy Gun,lybpigzz,36.0,2U4GBNA0Ymnr5a-ssELP7T405vVqzJuMO8WHo_V-_P8xGgaNjYwwrvfRt5HgpdPy,122,Deserted_DL,45.0
Down and Out,LIAOYUERU,27.0,2U4GBNA0Ymnr5a-ssELP7T405vVqzJuMO8WHo_V-_P8xGgaNjYwwrvfRt5HgpdPy,310,YixingKiller,29.0
M416,LIAOYUERU,27.0,2U4GBNA0Ymnr5a-ssELP7T405vVqzJuMO8WHo_V-_P8xGgaNjYwwrvfRt5HgpdPy,310,yourmombooom,29.0
P1911,LONG-1113,24.0,2U4GBNA0Ymnr5a-ssELP7T405vVqzJuMO8WHo_V-_P8xGgaNjYwwrvfRt5HgpdPy,191,dwadasdaw,49.0
DP-28,2017yanglong,10.0,2U4GBNA0Ymnr5a-ssELP7T405vVqzJuMO8WHo_V-_P8xGgaNjYwwrvfRt5HgpdPy,199,lybpigzz,36.0
Down and Out,Nucaoribengou,11.0,2U4GBNA0Ymnr5a-ssELP7T405vVqzJuMO8WHo_V-_P8xGgaNjYwwrvfRt5HgpdPy,1276,PYDshayunaoke,6.0
Down and Out,StngTaste,23.0,2U4GBNA0Ymnr5a-ssELP7T405vVqzJuMO8WHo_V-_P8xGgaNjYwwrvfRt5HgpdPy,715,LJYXHYL,22.0
AKM,I_shen,5.0,2U4GBNA0Ymnr5a-ssELP7T405vVqzJuMO8WHo_V-_P8xGgaNjYwwrvfRt5HgpdPy,268,55kaifaker,32.0
S686,#unknown,2.0,2U4GBNA0Ymnr5a-ssELP7T405vVqzJuMO8WHo_V-_P8xGgaNjYwwrvfRt5HgpdPy,181,YUN96,39.0
SKS,AKM49,1.0,2U4GBNA0Ymnr5a-ssELP7T405vVqzJuMO8WHo_V-_P8xGgaNjYwwrvfRt5HgpdPy,1370,2017yanglong,10.0
S1897,Siende,15.0,2U4GBNA0Ymnr5a-ssELP7T405vVqzJuMO8WHo_V-_P8xGgaNjYwwrvfRt5HgpdPy,171,KimTaeYeon110,34.0
